vehicle_reg_No,MYT_TIMESTAMP,longitude,latitude
WA9451M,2023-09-07T07:23:34,101.705833,2.75217
WA9451M,2023-09-07T07:24:04,101.705833,2.7522
WA9451M,2023-09-07T07:24:34,101.705833,2.75218
WA9451M,2023-09-07T07:25:04,101.705833,2.75227
WA9451M,2023-09-07T07:25:34,101.705658,2.75233
WA9451M,2023-09-07T07:26:04,101.705658,2.75233
WA9451M,2023-09-07T07:26:34,101.705833,2.75235
WA9451M,2023-09-07T07:27:04,101.70649,2.75122
WA9451M,2023-09-07T07:27:34,101.708008,2.74952
WA9451M,2023-09-07T07:28:10,101.709831,2.74625
WA9451M,2023-09-07T07:28:34,101.711327,2.74683
WA9451M,2023-09-07T07:29:04,101.712662,2.74807
WA9451M,2023-09-07T07:29:34,101.712502,2.7487
WA9451M,2023-09-07T07:30:04,101.712662,2.7486
WA9451M,2023-09-07T07:30:34,101.712662,2.74838
WA9451M,2023-09-07T07:31:04,101.712662,2.7482
WA9451M,2023-09-07T07:31:34,101.712662,2.74822
WA9451M,2023-09-07T07:32:04,101.712662,2.7483
WA9451M,2023-09-07T07:32:34,101.712502,2.7476
WA9451M,2023-09-07T07:33:04,101.710999,2.74658
WA9451M,2023-09-07T07:33:34,101.710503,2.74543
WA9451M,2023-09-07T07:34:04,101.70916,2.74655
WA9451M,2023-09-07T07:34:34,101.707497,2.7491
WA9451M,2023-09-07T07:35:04,101.705833,2.75142
WA9451M,2023-09-07T07:35:34,101.705498,2.75195
WA9451M,2023-09-07T07:36:04,101.705498,2.75188
WA9451M,2023-09-07T07:36:34,101.705498,2.75192
WA9451M,2023-09-07T07:37:04,101.705498,2.75188
WA9451M,2023-09-07T07:37:34,101.705498,2.75188
WA9451M,2023-09-07T07:38:04,101.705658,2.75195
WA9451M,2023-09-07T07:38:34,101.705833,2.75197
WA9451M,2023-09-07T07:39:04,101.705833,2.75198
WA9451M,2023-09-07T07:39:34,101.705833,2.75195
WA9451M,2023-09-07T07:40:04,101.705833,2.75198
WA9451M,2023-09-07T07:40:34,101.706009,2.7519
WA9451M,2023-09-07T07:41:04,101.706009,2.75195
WA9451M,2023-09-07T07:42:04,101.706169,2.75223
WA9451M,2023-09-07T07:42:34,101.706009,2.75225
WA9451M,2023-09-07T07:43:04,101.706009,2.75225
WA9451M,2023-09-07T07:43:34,101.706009,2.75225
WA9451M,2023-09-07T07:44:04,101.706009,2.75227
WA9451M,2023-09-07T07:44:34,101.706169,2.7523
WA9451M,2023-09-07T07:45:04,101.706841,2.75063
WA9451M,2023-09-07T07:45:34,101.708328,2.74837
WA9451M,2023-09-07T07:46:04,101.709831,2.74625
WA9451M,2023-09-07T07:46:34,101.711327,2.74687
WA9451M,2023-09-07T07:47:04,101.712662,2.7481
WA9451M,2023-09-07T07:47:34,101.712662,2.74863
WA9451M,2023-09-07T07:48:04,101.71283,2.74843
WA9451M,2023-09-07T07:48:34,101.71283,2.7484
WA9451M,2023-09-07T07:49:04,101.71283,2.7484
WA9451M,2023-09-07T07:49:34,101.71283,2.7482
WA9451M,2023-09-07T07:50:04,101.71167,2.74708
WA9451M,2023-09-07T07:50:34,101.710999,2.74602
WA9451M,2023-09-07T07:51:04,101.709671,2.7455
WA9451M,2023-09-07T07:51:34,101.708328,2.74803
WA9451M,2023-09-07T07:52:04,101.706329,2.75085
WA9451M,2023-09-07T07:52:34,101.705498,2.75173
WA9451M,2023-09-07T07:53:04,101.705833,2.75183
WA9451M,2023-09-07T07:53:34,101.705498,2.75192
WA9451M,2023-09-07T07:54:04,101.705498,2.7519
WA9451M,2023-09-07T07:54:34,101.705658,2.75185
WA9451M,2023-09-07T07:55:04,101.705833,2.75202
WA9451M,2023-09-07T07:55:34,101.705833,2.75205
WA9451M,2023-09-07T07:56:04,101.705833,2.75207
WA9451M,2023-09-07T08:00:04,101.70649,2.75125
WA9451M,2023-09-07T08:01:04,101.709671,2.74658
WA9451M,2023-09-07T08:01:34,101.710823,2.74658
WA9451M,2023-09-07T08:02:04,101.712341,2.74747
WA9451M,2023-09-07T08:02:34,101.712502,2.74867
WA9451M,2023-09-07T08:03:04,101.71283,2.74853
WA9451M,2023-09-07T08:03:34,101.71283,2.74847
WA9451M,2023-09-07T08:04:04,101.71283,2.74832
WA9451M,2023-09-07T08:04:34,101.712662,2.74787
WA9451M,2023-09-07T08:05:04,101.711166,2.74678
WA9451M,2023-09-07T08:05:34,101.710663,2.74572
WA9451M,2023-09-07T08:06:04,101.709511,2.74612
WA9451M,2023-09-07T08:06:34,101.707832,2.74873
WA9451M,2023-09-07T08:07:04,101.706009,2.75128
WA9451M,2023-09-07T08:07:34,101.705658,2.75197
WA9451M,2023-09-07T08:08:04,101.705833,2.75197
WA9451M,2023-09-07T08:08:34,101.705833,2.7521
WA9451M,2023-09-07T08:09:04,101.705833,2.75213
WA9451M,2023-09-07T08:09:34,101.705833,2.75218
WA9451M,2023-09-07T08:10:04,101.705658,2.75222
WA9451M,2023-09-07T08:10:34,101.706009,2.75235
WA9451M,2023-09-07T08:11:04,101.706169,2.75227
WA9451M,2023-09-07T08:11:34,101.706169,2.75222
WA9451M,2023-09-07T08:12:04,101.706169,2.75218
WA9451M,2023-09-07T08:12:34,101.706169,2.75223
WA9451M,2023-09-07T08:13:04,101.706169,2.75223
WA9451M,2023-09-07T08:13:34,101.706841,2.75085
WA9451M,2023-09-07T08:14:04,101.708328,2.74833
WA9451M,2023-09-07T08:14:34,101.709671,2.74648
WA9451M,2023-09-07T08:15:04,101.710167,2.74617
WA9451M,2023-09-07T08:15:34,101.710823,2.74647
WA9451M,2023-09-07T08:16:04,101.712158,2.74737
WA9451M,2023-09-07T08:16:34,101.712502,2.74865
WA9451M,2023-09-07T08:17:04,101.71283,2.74848
WA9451M,2023-09-07T08:17:34,101.71283,2.74847
WA9451M,2023-09-07T08:18:04,101.71283,2.74833
WA9451M,2023-09-07T08:18:34,101.71283,2.74827
WA9451M,2023-09-07T08:19:04,101.712662,2.74788
WA9451M,2023-09-07T08:19:34,101.711166,2.74675
WA9451M,2023-09-07T08:20:04,101.710663,2.74575
